district,team,total points,average points,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
FMA,3637,910,75.83333333333333,83,91,0,10,122,129,103,137,103,43,22,67,,,
FMA,1279,840,70.0,79,43,0,0,158,32,100,58,35,130,94,111,,,
FMA,2180,787,65.58333333333333,78,91,0,0,32,128,48,13,36,213,14,134,,,
FMA,9014,77,77.0,77,,,,,,,,,,,,,,
FMA,5666,322,35.77777777777778,75,24,0,0,40,21,23,90,49,,,,,,
FMA,8714,107,53.5,73,34,,,,,,,,,,,,,
FMA,486,685,57.083333333333336,73,84,0,0,49,43,86,33,53,72,75,117,,,
FMA,365,1765,147.08333333333334,71,173,0,68,171,210,282,188,187,170,94,151,,,
FMA,5401,905,100.55555555555556,67,52,0,0,228,80,264,176,38,,,,,,
FMA,303,1339,121.72727272727273,67,46,0,28,250,227,275,144,281.0,129,120,53,,,
FMA,4653,536,53.6,66,82,0,0,95,89,25,95,165.0,46,38,,,,
FMA,272,1207,100.58333333333333,66,105,0,10,130,132,250,99,153,96,77,89,,,
FMA,9100,65,65.0,65,,,,,,,,,,,,,,
FMA,5684,480,53.333333333333336,58,37,0,0,110,35,35,116,89,,,,,,
FMA,4652,163,27.166666666666668,57,47,0,0,16,43,,,,,,,,,
FMA,219,797,66.41666666666667,54,88,0,0,40,109,154,51,178,31,57,35,,,
FMA,6945,276,46.0,54,4,0,0,104,114,,,,,,,,,
FMA,5624,409,45.44444444444444,53,13,0,0,31,25,38,145,104,,,,,,
FMA,1672,369,30.75,51,81,0,0,37,17,25,9,19,29,53,48,,,
FMA,6226,434,54.25,50,51,0,31,104,50,73,75,,,,,,,
FMA,204,293,29.3,50,15,,0,38,18,50,38,54.0,20,28,36,,,
FMA,87,304,25.333333333333332,49,0,0,0,15,29,23,33,66,12,38,39,,,
FMA,5457,227,25.22222222222222,47,12,0,0,24,33,16,51,44,,,,,,
FMA,1811,605,50.416666666666664,47,91,0,16,41,24,61,101,102,29,34,59,,,
FMA,5181,531,53.1,47,115,0,0,99,49,100,36,47,38,,,,,
FMA,1257,1058,96.18181818181819,44,109,,0,132,103,113,233,116,163,18,27,,,
FMA,714,404,36.72727272727273,42,47,,0,32,35,21,23,49,12,81,62,,,
FMA,1626,726,60.5,42,112,0,0,90,47,30,118,49,112,62,64,,,
FMA,2191,608,50.666666666666664,42,83,0,0,85,25,38,41,102,105,39,48,,,
FMA,7414,252,50.4,40,103,0,16,93,,,,,,,,,,
FMA,816,459,38.25,39,23,0,4,38,22,64,18,55,45,81,70,,,
FMA,4575,490,44.54545454545455,39,37,0,24,34,29,74,76,39,46,92,,,,
FMA,8513,160,53.333333333333336,37,113,10,,,,,,,,,,,,
FMA,2016,1066,88.83333333333333,36,171,0,0,135,198,47,105,95,56,74,149,,,
FMA,423,449,37.416666666666664,36,39,0,15,16,31,15,73,113,22,23,66,,,
FMA,1168,480,40.0,36,91,0,28,29,75,13,20,49,32,41,66,,,
FMA,5438,262,32.75,36,36,,0,36,26,13,31,84,,,,,,
FMA,5732,207,23.0,35,92,0,0,27,11,4,16,22,,,,,,
FMA,752,170,15.454545454545455,34,0,0,0,22,,47,15,9,14,14,15,,,
FMA,8075,74,18.5,34,25,5,10,,,,,,,,,,,
FMA,1647,740,61.666666666666664,32,43,0,15,75,42,51,98,155,118,46,65,,,
FMA,3340,353,35.3,32,,0,0,96,12,33,41,63.0,54,65,20,,,
FMA,5992,367,45.875,32,16,0,0,166,79,39,35,,,,,,,
FMA,2554,271,22.583333333333332,31,22,0,0,28,35,32,40,14,18,37,14,,,
FMA,5310,231,23.1,31,0,0,0,23,48,26,19,29,55,,,,,
FMA,5490,205,22.77777777777778,30,71,0,0,21,15,17,22,29,,,,,,
FMA,7110,255,42.5,29,109,0,7,27,83,,,,,,,,,
FMA,2070,162,16.2,29,21,,0,15,15,21,19,16,20,6,,,,
FMA,8721,39,19.5,29,10,,,,,,,,,,,,,
FMA,41,800,66.66666666666667,28,214,0,0,99,113,43,178,45,33,16,31,,,
FMA,6808,131,26.2,27,17,,8,31,48,,,,,,,,,
FMA,7587,202,40.4,27,51,0,5,119,,,,,,,,,,
FMA,8630,56,18.666666666666668,27,19,10,,,,,,,,,,,,
FMA,8704,36,18.0,26,10,,,,,,,,,,,,,
FMA,8771,62,31.0,25,37,,,,,,,,,,,,,
FMA,2458,306,25.5,24,51,0,7,22,17,94,18,15,20,14,24,,,
FMA,8588,76,25.333333333333332,23,43,10,,,,,,,,,,,,
FMA,5113,467,51.888888888888886,22,34,0,23,106,39,30,117,102.0,96,,,,,
FMA,2559,607,50.583333333333336,21,35,0,9,45,48,16,95,109,95,63,71,,,
FMA,3515,213,17.75,21,20,0,0,16,19,15,23,25,20,10,44,,,
FMA,4750,475,43.18181818181818,20,8,0,0,15,24,223,96,23,23,43,,,,
FMA,709,317,26.416666666666668,19,34,0,24,53,15,35,24,21,45,10,37,,,
FMA,6860,193,32.166666666666664,19,23,0,0,22,129,,,,,,,,,
FMA,8707,59,29.5,18,41,,,,,,,,,,,,,
FMA,8628,60,20.0,18,32,10,,,,,,,,,,,,
FMA,2095,208,26.0,17,62,,5,31,8,14,54,17,,,,,,
FMA,5407,559,69.875,17,77,0,0,107,142,107,109,130.0,,,,,,
FMA,2234,353,29.416666666666668,17,53,0,27,17,7,12,62,39,45,25,49,,,
FMA,2600,351,31.90909090909091,16,23,,0,37,72,101,36,13,12,20,21,,,
FMA,8706,36,18.0,16,20,,,,,,,,,,,,,
FMA,1989,520,43.333333333333336,16,24,0,0,28,99,52,143,35,88,16,19,,,
FMA,1143,509,50.9,13,35,,0,33,82,45,155,122.0,38,62,46,,,
FMA,8130,51,12.75,11,25,5,10,,,,,,,,,,,
FMA,6016,251,31.375,11,13,0,0,66,25,17,119,,,,,,,
FMA,6943,105,17.5,11,0,0,0,64,30,,,,,,,,,
FMA,1228,358,35.8,0,0,,0,33,45,34,17,108.0,108,73,48,,,
FMA,136,126,11.454545454545455,0,0,,0,12,10,16,10,15,4,47,12,,,
FMA,1370,380,34.54545454545455,0,0,,0,45,23,87,11,35,12,71,96,,,
FMA,1495,451,37.583333333333336,0,0,0,0,110,48,87,20,21,91,58,16,,,
FMA,1791,146,14.6,0,,,0,16,32,17,15,16,24,4,22,,,
FMA,1914,230,115.0,0,230,,,,,,,,,,,,,
FMA,224,343,31.181818181818183,0,0,,0,37,36,22,31,31,22,84,80,,,
FMA,225,1727,157.0,0,0,0,0,332,336,223,364,353.0,246,157,69,,,
FMA,2729,894,81.27272727272727,0,,0,44,127,168,97,25,99,93,166,75,,,
FMA,3151,192,17.454545454545453,0,,0,0,21,18,22,19,34,16,44,18,,,
FMA,3974,843,76.63636363636364,0,,0,17,100,81,142,46,155,97,106,99,,,
FMA,4454,348,31.636363636363637,0,0,0,0,110,24,51,92,15,17,39,,,,
FMA,4637,302,30.2,0,20,,0,21,22,99,57,29,21,33,,,,
FMA,4954,312,39.0,0,,,0,0,37,49,92,34,100,,,,,
FMA,5404,710,88.75,0,,0,0,164,185,109,142,110,,,,,,
FMA,5420,461,51.22222222222222,0,46,0,0,99,81,109,36,90,,,,,,
FMA,6327,176,25.142857142857142,0,63,0,0,45,28,40,,,,,,,,
FMA,747,626,104.33333333333333,0,0,,0,320,163,143,,,,,,,,
FMA,7599,43,8.6,0,0,0,5,38,,,,,,,,,,
FMA,7853,63,21.0,0,,,5,58,,,,,,,,,,
FMA,7877,79,15.8,0,35,0,20,24,,,,,,,,,,
FMA,8139,50,12.5,0,35,5,10,,,,,,,,,,,
FMA,8287,10,5.0,0,,,10,,,,,,,,,,,
FMA,9064,0,0.0,0,,,,,,,,,,,,,,
FNC,4795,1216,152.0,320,308,0,28,166,177,46,171,,,,,,,
FNC,7890,639,127.8,318,126,0,25,170,,,,,,,,,,
FNC,587,1336,167.0,306,282,0,0,224,162,205,157,,,,,,,
FNC,3506,1339,167.375,300,223,0,24,150,182,116,344,,,,,,,
FNC,5727,641,80.125,259,235,0,0,34,30,47,36,,,,,,,
FNC,2642,1556,194.5,251,267,0,50,194,286,277,231,,,,,,,
FNC,4561,1593,199.125,243,261,0,59,207,299,280,244,,,,,,,
FNC,900,1162,145.25,210,192,0,0,154,173,279,154,,,,,,,
FNC,1533,1780,222.5,201,332,0,61,326,356,222,282,,,,,,,
FNC,2059,1251,156.375,195,182,0,20,212,256,184,202,,,,,,,
FNC,4290,1001,125.125,191,171,0,11,198,167,103,160,,,,,,,
FNC,3229,934,116.75,188,151,0,24,144,216,187,24,,,,,,,
FNC,8429,226,113.0,181,45,,,,,,,,,,,,,
FNC,5190,1252,156.5,177,133,0,36,358,323,179,46,,,,,,,
FNC,8738,246,123.0,176,70,,,,,,,,,,,,,
FNC,6004,569,71.125,162,37,0,46,31,39,154,100,,,,,,,
FNC,8727,371,185.5,160,211,,,,,,,,,,,,,
FNC,4829,624,78.0,158,285,0,0,43,38,82,18,,,,,,,
FNC,6502,1004,143.42857142857142,158,199,0,58,139,279,171,,,,,,,,
FNC,9008,151,151.0,151,,,,,,,,,,,,,,
FNC,5160,808,101.0,150,49,0,73,50,124,177,185,,,,,,,
FNC,5607,460,57.5,148,78,0,32,81,46,26,49,,,,,,,
FNC,6894,293,48.833333333333336,146,49,0,0,54,44,,,,,,,,,
FNC,9000,142,142.0,142,,,,,,,,,,,,,,
FNC,5518,636,79.5,132,50,0,22,28,103,55,246,,,,,,,
FNC,7443,384,76.8,117,104,0,61,102,,,,,,,,,,
FNC,7671,304,60.8,115,38,0,32,119,,,,,,,,,,
FNC,4935,616,77.0,113,39,0,12,86,88,120,158,,,,,,,
FNC,7763,282,70.5,107,0,,46,129,,,,,,,,,,
FNC,4828,733,91.625,104,159,0,36,160,115,12,147,,,,,,,
FNC,2640,631,78.875,104,53,0,23,156,41,135,119,,,,,,,
FNC,9198,103,103.0,103,,,,,,,,,,,,,,
FNC,4534,763,95.375,97,170,0,59,242,48,70,77,,,,,,,
FNC,9005,97,97.0,97,,,,,,,,,,,,,,
FNC,8757,201,100.5,95,106,,,,,,,,,,,,,
FNC,5511,1010,126.25,93,132,0,72,293,113,202,105,,,,,,,
FNC,435,766,95.75,92,35,0,84,30,92,204,229,,,,,,,
FNC,9150,92,92.0,92,,,,,,,,,,,,,,
FNC,9259,91,91.0,91,,,,,,,,,,,,,,
FNC,3196,1068,133.5,82,164,0,56,240,162,274,90,,,,,,,
FNC,3459,969,121.125,79,209,0,40,140,162,117,222,,,,,,,
FNC,8758,100,50.0,61,39,,,,,,,,,,,,,
FNC,6729,565,94.16666666666667,57,42,,32,156,111,167,,,,,,,,
FNC,3737,956,119.5,56,146,0,34,208,213,203,96,,,,,,,
FNC,8833,105,52.5,54,51,,,,,,,,,,,,,
FNC,9297,53,53.0,53,,,,,,,,,,,,,,
FNC,8304,182,45.5,53,86,5,38,,,,,,,,,,,
FNC,8804,83,41.5,53,30,,,,,,,,,,,,,
FNC,4816,197,24.625,53,33,0,6,13,8,32,52,,,,,,,
FNC,6500,573,81.85714285714286,49,135,0,25,131,83,150,,,,,,,,
FNC,2655,1040,130.0,47,124,0,62,220,212,134,241,,,,,,,
FNC,6888,280,46.666666666666664,46,99,0,0,17,118,,,,,,,,,
FNC,6932,230,38.333333333333336,45,44,0,0,37,104,,,,,,,,,
FNC,9032,44,44.0,44,,,,,,,,,,,,,,
FNC,3336,265,33.125,42,65,0,29,49,20,19,41,,,,,,,
FNC,9042,42,42.0,42,,,,,,,,,,,,,,
FNC,9298,40,40.0,40,,,,,,,,,,,,,,
FNC,6639,225,32.142857142857146,39,11,0,0,40,31,104,,,,,,,,
FNC,8746,129,64.5,39,90,,,,,,,,,,,,,
FNC,6512,164,27.333333333333332,38,28,,8,21,46,23,,,,,,,,
FNC,7715,121,24.2,37,28,0,30,26,,,,,,,,,,
FNC,5679,436,54.5,36,37,0,0,33,39,82,209,,,,,,,
FNC,6214,196,24.5,33,15,0,10,36,19,52,31,,,,,,,
FNC,8205,100,25.0,33,52,5,10,,,,,,,,,,,
FNC,8090,84,28.0,29,29,,26,,,,,,,,,,,
FNC,1225,275,34.375,27,47,0,53,20,41,50,37,,,,,,,
FNC,9296,24,24.0,24,,,,,,,,,,,,,,
FNC,3822,149,18.625,21,13,0,12,34,36,16,17,,,,,,,
FNC,6240,115,19.166666666666668,18,15,,13,17,16,36,,,,,,,,
FNC,8030,56,18.666666666666668,17,10,,29,,,,,,,,,,,
FNC,7270,74,12.333333333333334,16,4,0,9,23,22,,,,,,,,,
FNC,6908,245,40.833333333333336,16,17,0,27,52,133,,,,,,,,,
FNC,5919,160,26.666666666666668,15,,,15,35,34,19,42,,,,,,,
FNC,9276,10,10.0,10,,,,,,,,,,,,,,
FNC,8634,147,49.0,5,132,10,,,,,,,,,,,,
FNC,2682,720,102.85714285714286,0,,0,44,163,200,187,126,,,,,,,
FNC,3661,286,35.75,0,45,0,41,49,37,12,102,,,,,,,
FNC,3680,187,26.714285714285715,0,,0,0,45,43,31,68,,,,,,,
FNC,3796,115,19.166666666666668,0,,,0,22,39,50,4,,,,,,,
FNC,4291,304,38.0,0,45,0,26,138,37,45,13,,,,,,,
FNC,5762,227,28.375,0,28,0,18,102,44,11,24,,,,,,,
FNC,5854,470,67.14285714285714,0,,0,0,50,65,172,183,,,,,,,
FNC,6496,39,19.5,0,,,39,,,,,,,,,,,
FNC,6565,271,38.714285714285715,0,20,0,12,56,80,103,,,,,,,,
FNC,7265,165,33.0,0,,0,33,90,42,,,,,,,,,
FNC,7463,64,21.333333333333332,0,,,35,29,,,,,,,,,,
FNC,7675,52,17.333333333333332,0,,,5,47,,,,,,,,,,
FNC,7815,40,13.333333333333334,0,,,5,35,,,,,,,,,,
FNC,8315,39,13.0,0,,5,34,,,,,,,,,,,
ISR,1690,1531,218.71428571428572,335,362,0,73,272,278,211,,,,,,,,
ISR,1577,1586,226.57142857142858,335,363,0,61,242,349,236,,,,,,,,
ISR,5990,862,123.14285714285714,259,111,0,71,195,129,97,,,,,,,,
ISR,2630,1048,149.71428571428572,249,210,0,29,166,237,157,,,,,,,,
ISR,1574,1411,201.57142857142858,233,254,0,45,211,334,334,,,,,,,,
ISR,5135,496,70.85714285714286,228,115,0,6,78,36,33,,,,,,,,
ISR,3339,1351,193.0,228,268,0,72,271,239,273,,,,,,,,
ISR,5987,904,129.14285714285714,224,215,0,38,108,226,93,,,,,,,,
ISR,2230,780,111.42857142857143,203,90,0,44,94,96,253,,,,,,,,
ISR,5654,952,136.0,201,150,0,25,156,196,224,,,,,,,,
ISR,3075,1092,156.0,200,234,0,32,320,198,108,,,,,,,,
ISR,7039,759,126.5,195,142,0,44,181,197,,,,,,,,,
ISR,3316,845,120.71428571428571,185,172,0,15,120,232,121,,,,,,,,
ISR,2231,927,132.42857142857142,184,133,0,28,185,206,191,,,,,,,,
ISR,5614,869,124.14285714285714,178,167,0,40,102,178,204,,,,,,,,
ISR,2096,907,129.57142857142858,175,197,0,91,165,121,158,,,,,,,,
ISR,5715,605,86.42857142857143,164,213,0,24,28,96,80,,,,,,,,
ISR,3211,903,129.0,156,132,0,43,240,87,245,,,,,,,,
ISR,7845,480,96.0,156,200,0,35,89,,,,,,,,,,
ISR,5635,678,96.85714285714286,151,79,0,36,104,146,162,,,,,,,,
ISR,4590,741,105.85714285714286,149,148,0,27,155,80,182,,,,,,,,
ISR,1942,407,67.83333333333333,142,32,,0,38,100,95,,,,,,,,
ISR,3065,561,80.14285714285714,136,166,0,25,120,77,37,,,,,,,,
ISR,6738,514,73.42857142857143,126,41,0,4,196,33,114,,,,,,,,
ISR,6168,407,58.142857142857146,125,81,0,22,27,52,100,,,,,,,,
ISR,3388,510,85.0,118,94,,49,139,37,73,,,,,,,,
ISR,7067,528,88.0,115,211,0,40,32,130,,,,,,,,,
ISR,2212,611,87.28571428571429,103,118,0,36,123,125,106,,,,,,,,
ISR,7112,330,55.0,100,39,0,39,60,92,,,,,,,,,
ISR,1943,370,52.857142857142854,100,81,0,18,38,27,106,,,,,,,,
ISR,9303,98,98.0,98,,,,,,,,,,,,,,
ISR,1576,240,34.285714285714285,94,42,0,0,69,22,13,,,,,,,,
ISR,4320,539,77.0,84,37,0,12,40,146,220,,,,,,,,
ISR,1657,597,85.28571428571429,82,173,0,14,78,132,118,,,,,,,,
ISR,2679,371,53.0,77,0,0,8,95,85,106,,,,,,,,
ISR,4586,761,108.71428571428571,72,100,0,33,163,152,241,,,,,,,,
ISR,5928,234,39.0,71,13,,0,18,32,100,,,,,,,,
ISR,3083,431,61.57142857142857,71,76,0,28,23,96,137,,,,,,,,
ISR,4661,196,28.0,70,12,0,38,19,22,35,,,,,,,,
ISR,1937,583,83.28571428571429,69,46,0,26,213,35,194,,,,,,,,
ISR,4338,714,102.0,62,124,0,40,315,38,135,,,,,,,,
ISR,8175,216,72.0,61,89,,66,,,,,,,,,,,
ISR,4319,147,21.0,57,17,0,15,26,18,14,,,,,,,,
ISR,5554,712,101.71428571428571,56,120,0,43,203,226,64,,,,,,,,
ISR,6104,550,78.57142857142857,53,87,0,29,125,152,104,,,,,,,,
ISR,6740,451,64.42857142857143,39,100,0,7,111,73,121,,,,,,,,
ISR,5951,632,105.33333333333333,35,104,,40,130,169,154,,,,,,,,
ISR,4744,448,64.0,35,118,0,20,82,71,122,,,,,,,,
ISR,1580,270,45.0,31,78,,8,34,83,36,,,,,,,,
ISR,5291,541,90.16666666666667,31,49,,0,87,228,146,,,,,,,,
ISR,9304,28,28.0,28,,,,,,,,,,,,,,
ISR,3835,589,84.14285714285714,27,151,0,9,28,172,202,,,,,,,,
ISR,6741,347,49.57142857142857,25,39,0,0,95,99,89,,,,,,,,
ISR,8223,167,41.75,23,84,5,55,,,,,,,,,,,
ISR,4416,185,26.428571428571427,20,44,0,9,23,67,22,,,,,,,,
ISR,1954,92,13.142857142857142,19,26,0,4,17,10,16,,,,,,,,
ISR,7177,297,59.4,14,22,,61,122,78,,,,,,,,,
ISR,6230,232,33.142857142857146,14,22,0,45,38,86,27,,,,,,,,
ISR,8843,31,15.5,5,26,,,,,,,,,,,,,
ISR,3034,326,54.333333333333336,0,,0,17,143,92,74,,,,,,,,
ISR,4784,149,29.8,0,,,0,118,17,14,,,,,,,,
ISR,5038,314,62.8,0,,,22,91,68,133,,,,,,,,
ISR,5747,213,35.5,0,,0,31,37,35,110,,,,,,,,
ISR,6049,65,13.0,0,,0,33,,10,22,,,,,,,,
ISR,6736,369,73.8,0,,,47,115,64,143,,,,,,,,
ISR,7079,239,59.75,0,,,15,30,194,,,,,,,,,
ISR,7554,118,29.5,0,,0,25,93,,,,,,,,,,
ISR,8333,15,7.5,0,,,15,,,,,,,,,,,
ISR,8340,15,7.5,0,,,15,,,,,,,,,,,
ISR,8356,10,5.0,0,,,10,,,,,,,,,,,
NE,176,1881,188.1,350,389,0,73,292,286,47,176,121,147,,,,,
NE,1757,726,72.6,349,145,0,11,30,16,105,21,34,15,,,,,
NE,133,1773,197.0,323,298,0,45,267,278,132,289,166.0,141,,,,,
NE,7407,602,120.4,312,138,0,50,102,,,,,,,,,,
NE,6328,1021,145.85714285714286,311,181,0,64,84,168,213,,,,,,,,
NE,195,2100,233.33333333333334,303,187,0,0,308,363,315,321,334.0,303,,,,,
NE,177,1841,184.1,285,330,0,67,138,294,155,223,46,303,,,,,
NE,6329,1059,151.28571428571428,272,296,0,66,122,142,161,,,,,,,,
NE,5687,1483,185.375,271,244,0,36,292,234,277,129,174.0,,,,,,
NE,8085,537,134.25,263,196,5,73,,,,,,,,,,,
NE,230,1899,211.0,257,353,0,38,294,272,133,263,226.0,289,,,,,
NE,3467,1205,120.5,255,118,0,0,130,48,106,120,172,256,,,,,
NE,125,1943,194.3,253,117,0,0,338,267,275,324,192,177,,,,,
NE,1699,704,78.22222222222223,248,126,,0,21,84,19,89,56,61,,,,,
NE,238,1316,131.6,239,368,0,0,142,209,91,220,24,23,,,,,
NE,319,1744,174.4,236,226,0,35,288,365,60,226,172,136,,,,,
NE,88,1292,129.2,229,203,0,70,145,206,111,121,178,29,,,,,
NE,1768,1299,129.9,223,205,0,26,204,88,48,221,242,42,,,,,
NE,95,1224,136.0,219,287,0,31,171,173,195,97,126.0,51,,,,,
NE,4564,1277,141.88888888888889,202,185,0,44,70,198,186,275,191.0,117,,,,,
NE,2370,1101,110.1,194,201,0,35,195,100,158,138,38,42,,,,,
NE,78,1686,168.6,187,187,0,95,235,254,222,152,95,259,,,,,
NE,8046,318,79.5,184,94,5,35,,,,,,,,,,,
NE,1073,1143,114.3,183,196,0,0,152,135,218,36,96,127,,,,,
NE,2713,497,49.7,175,110,0,0,22,37,28,38,65,22,,,,,
NE,7153,486,81.0,175,110,0,12,42,147,,,,,,,,,
NE,467,789,78.9,174,104,0,19,45,136,64,98,103,46,,,,,
NE,2877,1147,114.7,174,169,0,36,107,156,39,112,214,140,,,,,
NE,4909,1092,109.2,172,171,0,64,146,118,107,95,117,102,,,,,
NE,8724,290,145.0,168,122,,,,,,,,,,,,,
NE,166,951,95.1,167,167,0,60,88,28,39,194,97,111,,,,,
NE,2067,1066,118.44444444444444,163,178,0,33,114,139,120,141,249.0,178,,,,,
NE,1100,776,86.22222222222223,163,118,0,23,61,134,42,117,230.0,118,,,,,
NE,4905,1184,118.4,162,251,0,48,123,122,143,163,96,76,,,,,
NE,1740,481,48.1,160,117,0,58,14,20,48,21,29,14,,,,,
NE,138,735,73.5,153,65,0,24,45,104,60,56,110,118,,,,,
NE,6324,417,59.57142857142857,153,64,0,29,54,44,73,,,,,,,,
NE,3205,511,51.1,149,96,0,9,53,33,53,40,62,16,,,,,
NE,5813,866,108.25,149,140,0,0,93,148,195,141,,,,,,,
NE,4048,831,83.1,149,188,0,24,36,34,48,136,111,105,,,,,
NE,6763,568,81.14285714285714,147,28,0,13,44,151,185,,,,,,,,
NE,9101,143,143.0,143,,,,,,,,,,,,,,
NE,1922,690,69.0,137,93,0,16,204,25,111,19,33,52,,,,,
NE,1071,831,83.1,135,143,0,39,112,126,147,38,43,48,,,,,
NE,1153,1268,126.8,135,245,0,54,175,80,181,187,35,176,,,,,
NE,999,818,81.8,133,41,0,25,33,85,106,142,157,96,,,,,
NE,131,1019,101.9,132,259,0,22,67,73,147,82,41,196,,,,,
NE,8013,250,62.5,132,58,5,55,,,,,,,,,,,
NE,6153,625,78.125,128,181,0,20,60,44,26,166,,,,,,,
NE,172,928,92.8,128,162,0,15,131,43,45,143,120,141,,,,,
NE,509,581,58.1,125,106,0,0,157,58,25,36,25,49,,,,,
NE,5112,612,61.2,124,97,0,30,58,53,47,61,62,80,,,,,
NE,716,776,77.6,117,97,0,24,98,44,101,49,44,202,,,,,
NE,8708,205,102.5,117,88,,,,,,,,,,,,,
NE,4041,601,60.1,116,82,0,0,132,102,85,20,48,16,,,,,
NE,246,492,54.666666666666664,114,17,0,8,39,50,47,121,180.0,96,,,,,
NE,237,1004,100.4,113,159,0,31,155,161,44,45,166,130,,,,,
NE,9055,111,111.0,111,,,,,,,,,,,,,,
NE,175,1047,104.7,110,140,0,0,28,195,55,142,230,147,,,,,
NE,3654,660,66.0,108,132,0,36,131,38,123,34,20,38,,,,,
NE,8626,154,51.333333333333336,106,38,10,,,,,,,,,,,,
NE,8889,197,98.5,103,94,,,,,,,,,,,,,
NE,5459,300,33.333333333333336,103,35,0,0,28,21,40,31,42,,,,,,
NE,1735,546,60.666666666666664,103,20,0,14,95,14,57,109,108.0,134,,,,,
NE,6933,487,81.16666666666667,103,129,0,49,45,161,,,,,,,,,
NE,1729,685,76.11111111111111,102,72,0,8,158,157,25,125,38,,,,,,
NE,1058,1082,108.2,101,45,0,28,136,153,188,207,111,113,,,,,
NE,58,1007,100.7,100,160,0,0,116,128,117,53,159,174,,,,,
NE,2342,699,69.9,99,121,0,13,23,95,114,56,155,23,,,,,
NE,8023,197,49.25,97,75,5,20,,,,,,,,,,,
NE,2170,648,64.8,95,16,0,34,14,146,42,44,232,25,,,,,
NE,3146,547,60.77777777777778,94,161,0,16,139,43,41,35,201.0,18,,,,,
NE,178,549,54.9,94,14,0,21,115,60,47,31,62,105,,,,,
NE,8567,133,44.333333333333336,92,31,10,,,,,,,,,,,,
NE,61,640,80.0,91,76,0,41,58,126,,,161,87,,,,,
NE,7694,181,36.2,90,26,0,25,40,,,,,,,,,,
NE,571,357,35.7,90,39,0,0,59,41,25,26,41,36,,,,,
NE,7913,158,31.6,86,18,0,18,36,,,,,,,,,,
NE,501,576,64.0,79,30,0,62,97,48,162,50,187.0,48,,,,,
NE,4906,487,48.7,79,44,0,0,61,56,104,47,47,49,,,,,
NE,3461,676,67.6,79,150,0,0,61,119,58,108,15,86,,,,,
NE,228,924,92.4,74,196,0,41,109,57,60,141,56,190,,,,,
NE,2648,865,86.5,74,113,0,0,58,49,195,152,71,153,,,,,
NE,3182,334,33.4,71,104,0,12,21,26,20,44,20,16,,,,,
NE,2423,301,30.1,70,44,0,0,46,18,23,16,34,50,,,,,
NE,2876,476,52.888888888888886,67,13,,0,70,58,29,101,105,33,,,,,
NE,8167,121,30.25,66,25,5,25,,,,,,,,,,,
NE,8604,114,38.0,63,41,10,,,,,,,,,,,,
NE,1247,263,26.3,63,32,0,11,37,31,39,16,10,24,,,,,
NE,4473,358,35.8,59,25,0,0,22,33,25,50,18,126,,,,,
NE,155,594,59.4,58,111,0,0,36,54,40,115,142,38,,,,,
NE,5746,243,34.714285714285715,55,,,15,13,39,15,56,50,,,,,,
NE,8410,91,22.75,52,24,5,10,,,,,,,,,,,
NE,5422,602,66.88888888888889,52,99,0,0,97,94,129,77,54,,,,,,
NE,157,427,42.7,50,53,0,36,39,48,51,46,60,44,,,,,
NE,3464,438,48.666666666666664,49,47,0,0,44,41,185,40,99.0,32,,,,,
NE,348,472,52.44444444444444,48,38,,10,29,55,115,48,70,59,,,,,
NE,236,525,58.333333333333336,48,79,0,20,67,75,98,43,218.0,95,,,,,
NE,1277,347,34.7,46,35,0,0,102,15,23,94,17,15,,,,,
NE,5962,368,46.0,45,21,0,0,60,87,46,109,,,,,,,
NE,4311,400,40.0,42,40,0,0,164,46,11,39,34,24,,,,,
NE,9286,42,42.0,42,,,,,,,,,,,,,,
NE,5000,444,44.4,41,34,0,48,37,75,54,51,36,68,,,,,
NE,5735,655,72.77777777777777,40,157,0,0,90,88,103,43,134,,,,,,
NE,7674,158,31.6,40,79,0,5,34,,,,,,,,,,
NE,9096,40,40.0,40,,,,,,,,,,,,,,
NE,6201,493,61.625,39,77,0,47,47,105,129,49,,,,,,,
NE,2262,387,38.7,39,98,0,80,29,22,39,48,14,18,,,,,
NE,2168,1538,170.88888888888889,38,136,0,78,350,190,354,206,138.0,186,,,,,
NE,8709,125,62.5,38,87,,,,,,,,,,,,,
NE,1721,446,44.6,37,41,0,0,85,55,150,38,16,24,,,,,
NE,4908,394,43.77777777777778,37,5,0,14,12,50,105,55,59.0,116,,,,,
NE,126,795,79.5,37,170,0,33,79,44,35,208,132,57,,,,,
NE,839,448,44.8,37,28,0,32,18,51,51,122,60,49,,,,,
NE,1099,581,58.1,37,82,0,30,44,46,35,138,92,77,,,,,
NE,9193,37,37.0,37,,,,,,,,,,,,,,
NE,190,598,59.8,36,30,0,63,83,56,90,90,65,85,,,,,
NE,5563,421,46.77777777777778,36,100,0,0,27,44,114,68,32,,,,,,
NE,811,636,63.6,36,30,0,11,37,116,20,89,115,182,,,,,
NE,4546,303,30.3,35,31,0,0,35,39,41,51,31,40,,,,,
NE,663,536,53.6,33,89,0,48,47,103,54,17,83,62,,,,,
NE,4925,278,27.8,33,18,0,0,32,20,29,24,32,90,,,,,
NE,7869,222,44.4,32,32,0,34,124,,,,,,,,,,
